"ORDEN","CLASE","MARCA","MODELO","FECHA MATRICULA/RADICACION","AÑO","MES","DIA"
"4572","MOTOCICLETA","YAMAHA","2006","28/11/2005","2005","11.noviembre","28.lunes"
"4573","CAMIONETA","CHEVROLET","1989","18/10/2005","2005","10.octubre","18.martes"
"4574","MOTOCICLETA","SUZUKI","2006","30/11/2005","2005","11.noviembre","30.miércoles"
"4575","AUTOMOVIL","FORD","1998","06/05/2005","2005","05.mayo","06.viernes"
"4576","MOTOCICLETA","SUZUKI","2005","05/01/2005","2005","01.enero","05.miércoles"
"4577","MOTOCICLETA","JIALING","2006","16/11/2005","2005","11.noviembre","16.miércoles"
"4578","MOTOCICLETA","YAMAHA","2002","01/04/2005","2005","04.abril","01.viernes"
"4579","AUTOMOVIL","RENAULT","1997","23/12/2005","2005","12.diciembre","23.viernes"
"4580","MOTOCICLETA","YAMAHA","2005","10/03/2005","2005","03.marzo","10.jueves"
"4581","MOTOCICLETA","JIALING","2005","04/05/2005","2005","05.mayo","04.miércoles"
"4582","AUTOMOVIL","CHEVROLET","2005","06/05/2005","2005","05.mayo","06.viernes"
"4583","CAMIONETA","FIAT","1993","27/06/2005","2005","06.junio","27.lunes"
"4584","MOTOCICLETA","SUZUKI","2006","17/11/2005","2005","11.noviembre","17.jueves"
"4585","MOTOCICLETA","YAMAHA","2005","28/11/2005","2005","11.noviembre","28.lunes"
"4586","AUTOMOVIL","RENAULT","1998","09/12/2005","2005","12.diciembre","09.viernes"
"4587","MOTOCICLETA","YAMAHA","2005","31/03/2005","2005","03.marzo","31.jueves"
"4588","MOTOCICLETA","SUZUKI","2005","29/04/2005","2005","04.abril","29.viernes"
"4589","MOTOCICLETA","YAMAHA","2006","25/11/2005","2005","11.noviembre","25.viernes"
"4590","MOTOCICLETA","SUZUKI","2006","16/09/2005","2005","09.septiembre","16.viernes"
"4591","AUTOMOVIL","DAEWOO","2002","06/12/2005","2005","12.diciembre","06.martes"
"4592","CAMION","INTERNATIONAL","1971","08/06/2005","2005","06.junio","08.miércoles"
"4593","CAMION","FORD","2006","05/09/2005","2005","09.septiembre","05.lunes"
"4594","MOTOCICLETA","YAMAHA","2006","24/11/2005","2005","11.noviembre","24.jueves"
"4595","MOTOCICLETA","JIALING","2005","04/11/2005","2005","11.noviembre","04.viernes"
"4596","MOTOCICLETA","BAJAJ","2006","04/11/2005","2005","11.noviembre","04.viernes"
"4597","AUTOMOVIL","CHEVROLET","2005","04/05/2005","2005","05.mayo","04.miércoles"
"4598","CAMPERO","TOYOTA","1996","03/10/2005","2005","10.octubre","03.lunes"
"4599","AUTOMOVIL","RENAULT","1988","27/10/2005","2005","10.octubre","27.jueves"
"4600","MOTOCICLETA","HONDA","2006","26/09/2005","2005","09.septiembre","26.lunes"
"4601","MOTOCICLETA","SUZUKI","2006","21/09/2005","2005","09.septiembre","21.miércoles"
"4602","MOTOCICLETA","SUZUKI","2006","10/10/2005","2005","10.octubre","10.lunes"
"4603","CAMION","CHEVROLET","1984","05/05/2005","2005","05.mayo","05.jueves"
"4604","MOTOCICLETA","AUTECO BAJAJ","2005","19/04/2005","2005","04.abril","19.martes"
"4605","MOTOCICLETA","SUZUKI","2006","21/11/2005","2005","11.noviembre","21.lunes"
"4606","AUTOMOVIL","CHEVROLET","2001","27/12/2005","2005","12.diciembre","27.martes"
"4607","CAMIONETA","CHEVROLET","1997","05/08/2005","2005","08.agosto","05.viernes"
"4608","MOTOCICLETA","SUZUKI","2005","05/05/2005","2005","05.mayo","05.jueves"
"4609","MOTOCICLETA","SUZUKI","2006","20/10/2005","2005","10.octubre","20.jueves"
"4610","MOTOCICLETA","YAMAHA","2005","08/04/2005","2005","04.abril","08.viernes"
"4611","CAMION","SIZU","1969","07/03/2005","2005","03.marzo","07.lunes"
"4612","MOTOCICLETA","BAJAJ","2006","11/11/2005","2005","11.noviembre","11.viernes"
"4613","MOTOCICLETA","BAJAJ","2005","05/01/2005","2005","01.enero","05.miércoles"
"4614","AUTOMOVIL","MAZDA","1994","03/11/2005","2005","11.noviembre","03.jueves"
"4615","MOTOCICLETA","SUZUKI","2006","24/11/2005","2005","11.noviembre","24.jueves"
"4616","MOTOCICLETA","YAMAHA","1996","03/08/2005","2005","08.agosto","03.miércoles"
"4617","MOTOCICLETA","SUZUKI","2006","15/11/2005","2005","11.noviembre","15.martes"
"4618","MOTOCICLETA","HONDA","2005","05/04/2005","2005","04.abril","05.martes"
"4619","AUTOMOVIL","MAZDA","1996","04/11/2005","2005","11.noviembre","04.viernes"
"4620","MOTOCICLETA","YAMAHA","2006","23/12/2005","2005","12.diciembre","23.viernes"
"4621","MOTOCICLETA","YAMAHA","2000","16/05/2005","2005","05.mayo","16.lunes"
"4622","MOTOCICLETA","JIALING","2005","29/03/2005","2005","03.marzo","29.martes"
"4623","MOTOCICLETA","SUZUKI","1997","29/04/2005","2005","04.abril","29.viernes"
"4624","MOTOCICLETA","YAMAHA","2002","28/12/2005","2005","12.diciembre","28.miércoles"
"4625","TRACTO CAMION","MACK","1980","07/03/2005","2005","03.marzo","07.lunes"
"4626","AUTOMOVIL","MAZDA","2002","14/04/2005","2005","04.abril","14.jueves"
"4627","MOTOCICLETA","BAJAJ","2005","08/04/2005","2005","04.abril","08.viernes"
"4628","MOTOCICLETA","SUZUKI","2006","25/11/2005","2005","11.noviembre","25.viernes"
"4629","MOTOCICLETA","YAMAHA","2006","22/11/2005","2005","11.noviembre","22.martes"
"4630","MOTOCICLETA","YAMAHA","2006","15/09/2005","2005","09.septiembre","15.jueves"
"4631","AUTOMOVIL","CHEVROLET","1998","13/04/2005","2005","04.abril","13.miércoles"
"4632","MOTOCICLETA","SUZUKI","2006","31/10/2005","2005","10.octubre","31.lunes"
"4633","MOTOCICLETA","SUZUKI","2006","29/08/2005","2005","08.agosto","29.lunes"
"4634","CAMIONETA","FORD","2005","29/04/2005","2005","04.abril","29.viernes"
"4635","MOTOCICLETA","SUZUKI","2005","01/04/2005","2005","04.abril","01.viernes"
"4636","AUTOMOVIL","CHEVROLET","1997","25/10/2005","2005","10.octubre","25.martes"
"4637","MOTOCICLETA","SUZUKI","2006","09/09/2005","2005","09.septiembre","09.viernes"
"4638","MOTOCICLETA","SUZUKI","2005","26/01/2005","2005","01.enero","26.miércoles"
"4639","MOTOCICLETA","JIALING","2006","10/11/2005","2005","11.noviembre","10.jueves"
"4640","MOTOCICLETA","YAMAHA","2005","04/05/2005","2005","05.mayo","04.miércoles"
"4641","MOTOCICLETA","YAMAHA","2005","30/03/2005","2005","03.marzo","30.miércoles"
"4642","MOTOCICLETA","HONDA","2005","11/04/2005","2005","04.abril","11.lunes"
"4643","MOTOCICLETA","SUZUKI","2005","07/04/2005","2005","04.abril","07.jueves"
"4644","MOTOCICLETA","HONDA","2006","07/10/2005","2005","10.octubre","07.viernes"
"4645","MOTOCICLETA","YAMAHA","2006","15/11/2005","2005","11.noviembre","15.martes"
"4646","AUTOMOVIL","VOLKSWAGEN","1996","25/07/2005","2005","07.julio","25.lunes"
"4647","BUS","FORD","1952","23/02/2005","2005","02.febrero","23.miércoles"
"4648","AUTOMOVIL","MAZDA","1987","05/05/2005","2005","05.mayo","05.jueves"
"4649","MOTOCICLETA","SUZUKI","2006","19/09/2005","2005","09.septiembre","19.lunes"
"4650","CAMPERO","SSANGYONG","2005","15/04/2005","2005","04.abril","15.viernes"
"4651","AUTOMOVIL","MAZDA","1994","01/04/2005","2005","04.abril","01.viernes"
"4652","CAMIONETA","CHEVROLET","1991","17/06/2005","2005","06.junio","17.viernes"
"4653","AUTOMOVIL","CHEVROLET","1997","21/04/2005","2005","04.abril","21.jueves"
"4654","AUTOMOVIL","CHEVROLET","1992","15/12/2005","2005","12.diciembre","15.jueves"
"4655","CAMION","CHEVROLET","2005","29/04/2005","2005","04.abril","29.viernes"
"4656","CAMPERO","TOYOTA","2006","06/09/2005","2005","09.septiembre","06.martes"
"4657","CAMIONETA","NISSAN","1994","13/05/2005","2005","05.mayo","13.viernes"
"4658","AUTOMOVIL","CHEVROLET","1996","11/07/2005","2005","07.julio","11.lunes"
"4659","AUTOMOVIL","MAZDA","1993","30/03/2005","2005","03.marzo","30.miércoles"
"4660","AUTOMOVIL","MAZDA","1994","27/07/2005","2005","07.julio","27.miércoles"
"4661","CAMION","DODGE","1976","25/02/2005","2005","02.febrero","25.viernes"
"4662","MOTOCICLETA","KAWASAKI","2005","21/04/2005","2005","04.abril","21.jueves"
"4663","AUTOMOVIL","MAZDA","1994","19/04/2005","2005","04.abril","19.martes"
"4664","AUTOMOVIL","MAZDA","1991","28/03/2005","2005","03.marzo","28.lunes"
"4665","MOTOCICLETA","JIALING","2006","21/09/2005","2005","09.septiembre","21.miércoles"
"4666","MOTOCICLETA","SUZUKI","2005","20/04/2005","2005","04.abril","20.miércoles"
"4667","MOTOCICLETA","HONDA","2006","12/10/2005","2005","10.octubre","12.miércoles"
"4668","CAMPERO","SUZUKI","1982","14/12/2005","2005","12.diciembre","14.miércoles"
"4669","MOTOCICLETA","SUZUKI","2005","04/01/2005","2005","01.enero","04.martes"
"4670","AUTOMOVIL","MAZDA","1993","14/06/2005","2005","06.junio","14.martes"
"4671","CAMIONETA","MAZDA","1989","05/07/2005","2005","07.julio","05.martes"
"4672","MOTOCICLETA","YAMAHA","2005","12/05/2005","2005","05.mayo","12.jueves"
"4673","MOTOCICLETA","SUZUKI","2005","11/11/2005","2005","11.noviembre","11.viernes"
"4674","AUTOMOVIL","CHEVROLET","1995","27/10/2005","2005","10.octubre","27.jueves"
"4675","MOTOCICLETA","YAMAHA","1996","20/04/2005","2005","04.abril","20.miércoles"
"4676","MOTOCICLETA","SUZUKI","2005","02/05/2005","2005","05.mayo","02.lunes"
"4677","AUTOMOVIL","RENAULT","2006","21/09/2005","2005","09.septiembre","21.miércoles"
"4678","CAMIONETA","CHEVROLET","1993","15/04/2005","2005","04.abril","15.viernes"
"4679","MOTOCICLETA","JIALING","2006","23/10/2005","2005","10.octubre","23.domingo"
"4680","MOTOCICLETA","HONDA","2004","06/01/2005","2005","01.enero","06.jueves"
"4681","AUTOMOVIL","CHEVROLET","1984","10/05/2005","2005","05.mayo","10.martes"
"4682","CAMIONETA","NISSAN","2005","19/04/2005","2005","04.abril","19.martes"
"4683","CAMIONETA","MAZDA","1994","19/04/2005","2005","04.abril","19.martes"
"4684","MOTOCICLETA","SUZUKI","2006","30/08/2005","2005","08.agosto","30.martes"
"4685","AUTOMOVIL","CHEVROLET","2005","27/04/2005","2005","04.abril","27.miércoles"
"4686","AUTOMOVIL","CHEVROLET","1995","08/03/2005","2005","03.marzo","08.martes"
"4687","CAMIONETA","TOYOTA","2004","10/05/2005","2005","05.mayo","10.martes"
"4688","MOTOCICLETA","SUZUKI","2006","12/09/2005","2005","09.septiembre","12.lunes"
"4689","MOTOCICLETA","SUZUKI","2006","13/10/2005","2005","10.octubre","13.jueves"
"4690","AUTOMOVIL","CHEVROLET","2006","27/12/2005","2005","12.diciembre","27.martes"
"4691","CAMION","DODGE","1975","12/12/2005","2005","12.diciembre","12.lunes"
"4692","AUTOMOVIL","MAZDA","1985","08/06/2005","2005","06.junio","08.miércoles"
"4693","MOTOCICLETA","SUZUKI","2006","29/09/2005","2005","09.septiembre","29.jueves"
"4694","MOTOCICLETA","SUZUKI","2005","22/04/2005","2005","04.abril","22.viernes"
"4695","MOTOCICLETA","AUTECO BAJAJ","2005","04/01/2005","2005","01.enero","04.martes"
"4696","MOTOCICLETA","SUZUKI","2006","25/08/2005","2005","08.agosto","25.jueves"
"4697","MOTOCICLETA","SUZUKI","2006","14/10/2005","2005","10.octubre","14.viernes"
"4698","VOLQUETA","CHEVROLET","1994","09/09/2005","2005","09.septiembre","09.viernes"
"4699","AUTOMOVIL","RENAULT","1973","28/12/2005","2005","12.diciembre","28.miércoles"
"4700","MOTOCICLETA","SUZUKI","2006","09/12/2005","2005","12.diciembre","09.viernes"
"4701","MOTOCICLETA","SUZUKI","2006","12/10/2005","2005","10.octubre","12.miércoles"
"4702","AUTOMOVIL","FORD","1998","14/09/2005","2005","09.septiembre","14.miércoles"
"4703","AUTOMOVIL","MAZDA","1996","07/03/2005","2005","03.marzo","07.lunes"
"4704","CAMPERO","CHEVROLET","1995","12/05/2005","2005","05.mayo","12.jueves"
"4705","MOTOCICLETA","JIALING","2005","09/09/2005","2005","09.septiembre","09.viernes"
"4706","AUTOMOVIL","CHEVROLET","1997","06/07/2005","2005","07.julio","06.miércoles"
"4707","MOTOCICLETA","JIALING","2006","18/11/2005","2005","11.noviembre","18.viernes"
"4708","AUTOMOVIL","RENAULT","2003","08/06/2005","2005","06.junio","08.miércoles"
"4709","AUTOMOVIL","RENAULT","2005","18/01/2005","2005","01.enero","18.martes"
"4710","MOTOCICLETA","HONDA","2006","28/09/2005","2005","09.septiembre","28.miércoles"
"4711","AUTOMOVIL","CHEVROLET","1991","22/08/2005","2005","08.agosto","22.lunes"
"4712","MOTOCICLETA","JIALING","2006","13/09/2005","2005","09.septiembre","13.martes"
"4713","CAMIONETA","MAZDA","1988","12/05/2005","2005","05.mayo","12.jueves"
"4714","AUTOMOVIL","CHEVROLET","2006","19/10/2005","2005","10.octubre","19.miércoles"
"4715","MOTOCICLETA","YAMAHA","2006","28/09/2005","2005","09.septiembre","28.miércoles"
"4716","AUTOMOVIL","RENAULT","2006","23/12/2005","2005","12.diciembre","23.viernes"
"4717","MOTOCICLETA","KOREMOTO","2005","08/11/2005","2005","11.noviembre","08.martes"
"4718","MOTOCICLETA","SUZUKI","2005","21/04/2005","2005","04.abril","21.jueves"
"4719","MOTOCICLETA","JIALING","2006","30/09/2005","2005","09.septiembre","30.viernes"
"4720","CAMPERO","SUZUKI","1982","13/12/2005","2005","12.diciembre","13.martes"
"4721","CAMPERO","CHEVROLET","2002","18/03/2005","2005","03.marzo","18.viernes"
"4722","MOTOCICLETA","YAMAHA","1995","08/11/2005","2005","11.noviembre","08.martes"
"4723","MOTOCICLETA","SUZUKI","2005","11/04/2005","2005","04.abril","11.lunes"
"4724","CAMION","DODGE","1976","18/04/2005","2005","04.abril","18.lunes"
"4725","MOTOCICLETA","JIALING","2005","19/10/2005","2005","10.octubre","19.miércoles"
"4726","MICROBUS","NISSAN","1994","14/06/2005","2005","06.junio","14.martes"
"4727","AUTOMOVIL","MAZDA","2005","01/01/2005","2005","01.enero","01.sábado"
"4728","CAMPERO","SUZUKI","1982","28/03/2005","2005","03.marzo","28.lunes"
"4729","MOTOCICLETA","HONDA","2005","11/03/2005","2005","03.marzo","11.viernes"
"4730","CAMIONETA","CHEVROLET","2005","08/02/2005","2005","02.febrero","08.martes"
"4731","MOTOCICLETA","JIALING","2006","21/11/2005","2005","11.noviembre","21.lunes"
"4732","MOTOCICLETA","BAJAJ","2005","12/09/2005","2005","09.septiembre","12.lunes"
"4733","MOTOCICLETA","YAMAHA","2005","14/03/2005","2005","03.marzo","14.lunes"
"4734","MOTOCICLETA","SUZUKI","2005","06/05/2005","2005","05.mayo","06.viernes"
"4735","MOTOCICLETA","YAMAHA","2002","21/07/2005","2005","07.julio","21.jueves"
"4736","MOTOCICLETA","YAMAHA","2005","15/03/2005","2005","03.marzo","15.martes"
"4737","MOTOCICLETA","KAWASAKI","2005","11/04/2005","2005","04.abril","11.lunes"
"4738","MOTOCICLETA","JIALING","2006","28/11/2005","2005","11.noviembre","28.lunes"
"4739","CAMPERO","WILLYS","1952","26/08/2005","2005","08.agosto","26.viernes"
"4740","MOTOCICLETA","JIALING","2005","22/08/2005","2005","08.agosto","22.lunes"
"4741","MOTOCICLETA","SUZUKI","2006","11/10/2005","2005","10.octubre","11.martes"
"4742","MOTOCICLETA","KOREMOTO","2005","10/11/2005","2005","11.noviembre","10.jueves"
"4743","MOTOCICLETA","JIALING","2005","12/04/2005","2005","04.abril","12.martes"
"4744","MOTOCICLETA","BAJAJ","2006","23/09/2005","2005","09.septiembre","23.viernes"
"4745","MOTOCICLETA","SUZUKI","2006","25/10/2005","2005","10.octubre","25.martes"
"4746","VOLQUETA","DODGE","1978","23/12/2005","2005","12.diciembre","23.viernes"
"4747","MOTOCICLETA","JIALING","2005","28/11/2005","2005","11.noviembre","28.lunes"
"4748","MOTOCICLETA","JIALING","2006","01/11/2005","2005","11.noviembre","01.martes"
"4749","CAMPERO","SUZUKI","1982","09/12/2005","2005","12.diciembre","09.viernes"
"4750","MOTOCICLETA","SUZUKI","2002","21/06/2005","2005","06.junio","21.martes"
"4751","MOTOCICLETA","BAJAJ","2005","10/03/2005","2005","03.marzo","10.jueves"
"4752","CAMION","CHEVROLET","1988","20/10/2005","2005","10.octubre","20.jueves"
"4753","MOTOCICLETA","JIALING","2006","27/09/2005","2005","09.septiembre","27.martes"
"4754","MOTOCICLETA","YAMAHA","2005","20/01/2005","2005","01.enero","20.jueves"
"4755","MOTOCICLETA","HONDA","2006","15/11/2005","2005","11.noviembre","15.martes"
"4756","AUTOMOVIL","MAZDA","1997","06/12/2005","2005","12.diciembre","06.martes"
"4757","MOTOCICLETA","SUZUKI","2005","14/04/2005","2005","04.abril","14.jueves"
"4758","MOTOCICLETA","SUZUKI","2005","05/12/2005","2005","12.diciembre","05.lunes"
"4759","AUTOMOVIL","CHEVROLET","1999","21/07/2005","2005","07.julio","21.jueves"
"4760","MOTOCICLETA","SUZUKI","2006","06/09/2005","2005","09.septiembre","06.martes"
"4761","AUTOMOVIL","MAZDA","2005","04/03/2005","2005","03.marzo","04.viernes"
"4762","CAMION","FORD","2004","27/06/2005","2005","06.junio","27.lunes"
"4763","CAMIONETA","SIZU","1952","25/05/2005","2005","05.mayo","25.miércoles"
"4764","MOTOCICLETA","HONDA","2002","19/08/2005","2005","08.agosto","19.viernes"
"4765","MOTOCICLETA","KYMCO","2005","04/08/2005","2005","08.agosto","04.jueves"
"4766","CAMIONETA","TOYOTA","1992","28/07/2005","2005","07.julio","28.jueves"
"4767","AUTOMOVIL","CHEVROLET","1988","24/11/2005","2005","11.noviembre","24.jueves"
"4768","MOTOCICLETA","HONDA","2005","18/04/2005","2005","04.abril","18.lunes"
"4769","CAMPERO","MITSUBISHI","1998","05/04/2005","2005","04.abril","05.martes"
"4770","MOTOCICLETA","YAMAHA","2005","04/01/2005","2005","01.enero","04.martes"
"4771","MOTOCICLETA","KYMCO","2005","16/03/2005","2005","03.marzo","16.miércoles"
"4772","AUTOMOVIL","RENAULT","1978","29/12/2005","2005","12.diciembre","29.jueves"
"4773","AUTOMOVIL","CHEVROLET","1998","18/08/2005","2005","08.agosto","18.jueves"
"4774","AUTOMOVIL","MAZDA","1997","16/09/2005","2005","09.septiembre","16.viernes"
"4775","AUTOMOVIL","RENAULT","1995","15/09/2005","2005","09.septiembre","15.jueves"
"4776","MOTOCICLETA","AUTECO KAWASAKI","2005","04/01/2005","2005","01.enero","04.martes"
"4777","CAMIONETA","KIA","2006","18/08/2005","2005","08.agosto","18.jueves"
"4778","CAMIONETA","MAZDA","1989","16/12/2005","2005","12.diciembre","16.viernes"
"4779","CAMPERO","CHEVROLET","2005","23/11/2005","2005","11.noviembre","23.miércoles"
"4780","AUTOMOVIL","MAZDA","1989","25/11/2005","2005","11.noviembre","25.viernes"
"4781","MOTOCICLETA","JIALING","2006","28/10/2005","2005","10.octubre","28.viernes"
"4782","AUTOMOVIL","CHEVROLET","1998","21/11/2005","2005","11.noviembre","21.lunes"
"4783","MOTOCICLETA","SKYGO","2005","26/08/2005","2005","08.agosto","26.viernes"
"4784","MOTOCICLETA","JIALING","2006","06/09/2005","2005","09.septiembre","06.martes"
"4785","MOTOCICLETA","SUZUKI","2006","11/11/2005","2005","11.noviembre","11.viernes"
"4786","AUTOMOVIL","CHEVROLET","2005","07/01/2005","2005","01.enero","07.viernes"
"4787","AUTOMOVIL","DACIA","1993","23/06/2005","2005","06.junio","23.jueves"
"4788","CAMIONETA","CHEVROLET","1997","21/04/2005","2005","04.abril","21.jueves"
"4789","CAMION","FORD","2006","01/01/2005","2005","01.enero","01.sábado"
"4790","AUTOMOVIL","CHEVROLET","2005","25/01/2005","2005","01.enero","25.martes"
"4791","AUTOMOVIL","CHEVROLET","2005","29/04/2005","2005","04.abril","29.viernes"
"4792","MOTOCICLETA","UNITED MOTORS","2005","22/04/2005","2005","04.abril","22.viernes"
"4793","CAMPERO","MITSUBISHI","1993","06/04/2005","2005","04.abril","06.miércoles"
"4794","CAMION","FORD","2006","04/11/2005","2005","11.noviembre","04.viernes"
"4795","MOTOCICLETA","SUZUKI","2006","01/12/2005","2005","12.diciembre","01.jueves"
"4796","MOTOCICLETA","BAJAJ","2004","04/10/2005","2005","10.octubre","04.martes"
"4797","MOTOCICLETA","SUZUKI","2005","25/04/2005","2005","04.abril","25.lunes"
"4798","MOTOCICLETA","SUZUKI","1998","28/09/2005","2005","09.septiembre","28.miércoles"
"4799","CAMION","MERCEDES BENZ","1968","27/10/2005","2005","10.octubre","27.jueves"
"4800","MOTOCICLETA","SUZUKI","2005","14/03/2005","2005","03.marzo","14.lunes"
"4801","MOTOCICLETA","YAMAHA","1996","10/11/2005","2005","11.noviembre","10.jueves"
"4802","CAMPERO","TOYOTA","1978","29/04/2005","2005","04.abril","29.viernes"
"4803","AUTOMOVIL","NISSAN","2005","10/05/2005","2005","05.mayo","10.martes"
"4804","MOTOCICLETA","JIALING","2004","29/08/2005","2005","08.agosto","29.lunes"
"4805","MOTOCICLETA","HONDA","1997","12/01/2005","2005","01.enero","12.miércoles"
"4806","MOTOCICLETA","SUZUKI","2006","23/09/2005","2005","09.septiembre","23.viernes"
"4807","CAMION","FORD","1985","19/10/2005","2005","10.octubre","19.miércoles"
"4808","MOTOCICLETA","YAMAHA","1996","11/07/2005","2005","07.julio","11.lunes"
"4809","CAMIONETA","MAZDA","2005","18/01/2005","2005","01.enero","18.martes"
"4810","AUTOMOVIL","CHEVROLET","1996","22/11/2005","2005","11.noviembre","22.martes"
"4811","AUTOMOVIL","MAZDA","2005","28/04/2005","2005","04.abril","28.jueves"
"4812","MOTOCICLETA","AUTECO BAJAJ","2006","31/10/2005","2005","10.octubre","31.lunes"
"4813","MOTOCICLETA","YAMAHA","2006","15/12/2005","2005","12.diciembre","15.jueves"
"4814","CAMIONETA","TOYOTA","2005","27/04/2005","2005","04.abril","27.miércoles"
"4815","MOTOCICLETA","AUTECO BAJAJ","2006","13/10/2005","2005","10.octubre","13.jueves"
"4816","MOTOCICLETA","SUZUKI","2005","29/09/2005","2005","09.septiembre","29.jueves"
"4817","AUTOMOVIL","CHEVROLET","1997","24/06/2005","2005","06.junio","24.viernes"
"4818","CAMPERO","TOYOTA","1969","18/05/2005","2005","05.mayo","18.miércoles"
"4819","MOTOCICLETA","HONDA","2006","14/09/2005","2005","09.septiembre","14.miércoles"
"4820","MOTOCICLETA","BAJAJ","2005","05/05/2005","2005","05.mayo","05.jueves"
"4821","VOLQUETA","FORD","1980","24/06/2005","2005","06.junio","24.viernes"
"4822","MOTOCICLETA","UNITED MOTORS","2005","11/04/2005","2005","04.abril","11.lunes"
"4823","CAMIONETA","MAZDA","1987","31/10/2005","2005","10.octubre","31.lunes"
"4824","MOTOCICLETA","SUZUKI","2006","21/10/2005","2005","10.octubre","21.viernes"
"4825","CAMIONETA","CHEVROLET","1984","18/03/2005","2005","03.marzo","18.viernes"
"4826","CAMIONETA","CHEVROLET","1994","09/06/2005","2005","06.junio","09.jueves"
"4827","MOTOCICLETA","SUZUKI","2005","13/04/2005","2005","04.abril","13.miércoles"
"4828","MOTOCICLETA","YAMAHA","2006","03/10/2005","2005","10.octubre","03.lunes"
"4829","MOTOCICLETA","YAMAHA","1998","23/08/2005","2005","08.agosto","23.martes"
"4830","VOLQUETA","INTERNATIONAL","1995","07/06/2005","2005","06.junio","07.martes"
"4831","MOTOCICLETA","SUZUKI","2006","28/10/2005","2005","10.octubre","28.viernes"
"4832","CAMION","CHEVROLET","1981","25/02/2005","2005","02.febrero","25.viernes"
"4833","AUTOMOVIL","CHEVROLET","1998","19/08/2005","2005","08.agosto","19.viernes"
"4834","CAMPERO","CHEVROLET","2005","20/04/2005","2005","04.abril","20.miércoles"
"4835","AUTOMOVIL","HYUNDAI","2005","02/05/2005","2005","05.mayo","02.lunes"
"4836","TRACTO CAMION","KENWORTH","2006","21/12/2005","2005","12.diciembre","21.miércoles"
"4837","MOTOCICLETA","KAWASAKI","2006","29/11/2005","2005","11.noviembre","29.martes"
"4838","MOTOCICLETA","BAJAJ","2004","05/01/2005","2005","01.enero","05.miércoles"
"4839","MOTOCICLETA","YAMAHA","2003","05/09/2005","2005","09.septiembre","05.lunes"
"4840","AUTOMOVIL","CHEVROLET","2006","15/12/2005","2005","12.diciembre","15.jueves"
"4841","AUTOMOVIL","MAZDA","1984","24/05/2005","2005","05.mayo","24.martes"
"4842","MOTOCICLETA","BAJAJ","2005","04/01/2005","2005","01.enero","04.martes"
"4843","MOTOCICLETA","BAJAJ","2005","26/04/2005","2005","04.abril","26.martes"
"4844","CAMPERO","LADA","1979","19/10/2005","2005","10.octubre","19.miércoles"
"4845","MOTOCICLETA","SUZUKI","2006","02/09/2005","2005","09.septiembre","02.viernes"
"4846","MOTOCICLETA","YAMAHA","2005","05/10/2005","2005","10.octubre","05.miércoles"
"4847","MOTOCICLETA","HONDA","1998","12/01/2005","2005","01.enero","12.miércoles"
"4848","MOTOCICLETA","JIALING","2005","27/10/2005","2005","10.octubre","27.jueves"
"4849","CAMION","FORD","1950","19/08/2005","2005","08.agosto","19.viernes"
"4850","AUTOMOVIL","CHEVROLET","2003","03/10/2005","2005","10.octubre","03.lunes"
"4851","VOLQUETA","CHEVROLET","1981","27/09/2005","2005","09.septiembre","27.martes"
"4852","MOTOCICLETA","HONDA","2006","18/11/2005","2005","11.noviembre","18.viernes"
"4853","AUTOMOVIL","MAZDA","1998","24/08/2005","2005","08.agosto","24.miércoles"
"4854","CAMPERO","CHEVROLET","1996","22/08/2005","2005","08.agosto","22.lunes"
"4855","CAMION","FORD","1951","30/06/2005","2005","06.junio","30.jueves"
"4856","CAMION","FORD","1950","30/06/2005","2005","06.junio","30.jueves"
"4857","MOTOCICLETA","SUZUKI","2006","22/09/2005","2005","09.septiembre","22.jueves"
"4858","MOTOCICLETA","SUZUKI","1992","27/12/2005","2005","12.diciembre","27.martes"
"4859","MOTOCICLETA","SUZUKI","2006","19/12/2005","2005","12.diciembre","19.lunes"
"4860","CAMPERO","JEEP","1981","25/04/2005","2005","04.abril","25.lunes"
"4861","MOTOCICLETA","BAJAJ","2004","28/11/2005","2005","11.noviembre","28.lunes"
"4862","TRACTO CAMION","KENWORTH","2006","18/11/2005","2005","11.noviembre","18.viernes"
"4863","MOTOCICLETA","SUZUKI","2006","05/09/2005","2005","09.septiembre","05.lunes"
"4864","CAMPERO","MITSUBISHI","1998","08/04/2005","2005","04.abril","08.viernes"
"4865","AUTOMOVIL","RENAULT","2005","14/01/2005","2005","01.enero","14.viernes"
"4866","MOTOCICLETA","YAMAHA","2005","18/04/2005","2005","04.abril","18.lunes"
"4867","CAMPERO","NISSAN","1975","24/10/2005","2005","10.octubre","24.lunes"
"4868","CAMION","INTERNATIONAL","1974","07/03/2005","2005","03.marzo","07.lunes"
"4869","CAMIONETA","MAZDA","1994","05/09/2005","2005","09.septiembre","05.lunes"
"4870","MOTOCICLETA","JIALING","2005","01/11/2005","2005","11.noviembre","01.martes"
"4871","MOTOCICLETA","YAMAHA","2006","04/11/2005","2005","11.noviembre","04.viernes"
"4872","CAMPERO","WILLYS","1978","08/08/2005","2005","08.agosto","08.lunes"
"4873","MOTOCICLETA","BAJAJ","2004","06/12/2005","2005","12.diciembre","06.martes"
"4874","MOTOCICLETA","HONDA","2005","12/05/2005","2005","05.mayo","12.jueves"
