"ORDEN","CLASE","MARCA","MODELO","FECHA MATRICULA/RADICACION","AÑO","MES","DIA"
"10724","MOTOCICLETA","BAJAJ","2013","17/05/2013","2013","05.mayo","17.viernes"
"10725","AUTOMOVIL","CHEVROLET","2013","05/07/2013","2013","07.julio","05.viernes"
"10726","MOTOCICLETA","BAJAJ","2013","02/10/2013","2013","10.octubre","02.miércoles"
"10727","MOTOCICLETA","YAMAHA","2013","18/01/2013","2013","01.enero","18.viernes"
"10728","CAMPERO","JEEP","1995","04/12/2013","2013","12.diciembre","04.miércoles"
"10729","AUTOMOVIL","RENAULT","2014","18/10/2013","2013","10.octubre","18.viernes"
"10730","AUTOMOVIL","CHEVROLET","2012","17/07/2013","2013","07.julio","17.miércoles"
"10731","MOTOCICLETA","AKT","2013","19/02/2013","2013","02.febrero","19.martes"
"10732","AUTOMOVIL","RENAULT","2013","23/01/2013","2013","01.enero","23.miércoles"
"10733","MOTOCICLETA","AKT","2013","11/04/2013","2013","04.abril","11.jueves"
"10734","MOTOCICLETA","YAMAHA","2013","05/12/2013","2013","12.diciembre","05.jueves"
"10735","AUTOMOVIL","RENAULT","2013","28/02/2013","2013","02.febrero","28.jueves"
"10736","MOTOCICLETA","YAMAHA","2014","22/10/2013","2013","10.octubre","22.martes"
"10737","CAMION","FORD","2006","01/10/2013","2013","10.octubre","01.martes"
"10738","MOTOCICLETA","BAJAJ","2013","08/02/2013","2013","02.febrero","08.viernes"
"10739","MOTOCICLETA","AUTECO BAJAJ","2014","23/12/2013","2013","12.diciembre","23.lunes"
"10740","AUTOMOVIL","SUZUKI","2013","11/04/2013","2013","04.abril","11.jueves"
"10741","MOTOCICLETA","BAJAJ","2013","03/09/2013","2013","09.septiembre","03.martes"
"10742","MOTOCICLETA","BAJAJ","2014","06/11/2013","2013","11.noviembre","06.miércoles"
"10743","MOTOCICLETA","SUZUKI","2013","03/09/2013","2013","09.septiembre","03.martes"
"10744","CAMPERO","TOYOTA","1981","08/02/2013","2013","02.febrero","08.viernes"
"10745","CAMPERO","TOYOTA","1981","10/04/2013","2013","04.abril","10.miércoles"
"10746","CAMION","CHEVROLET","2003","15/11/2013","2013","11.noviembre","15.viernes"
"10747","MOTOCICLETA","AKT","2013","19/09/2013","2013","09.septiembre","19.jueves"
"10748","MOTOCICLETA","SUZUKI","2013","17/01/2013","2013","01.enero","17.jueves"
"10749","MOTOCICLETA","YAMAHA","2013","01/04/2013","2013","04.abril","01.lunes"
"10750","CAMPERO","CHEVROLET","2010","20/11/2013","2013","11.noviembre","20.miércoles"
"10751","MOTOCICLETA","BAJAJ","2014","22/04/2013","2013","04.abril","22.lunes"
"10752","MOTOCICLETA","AKT","2013","20/08/2013","2013","08.agosto","20.martes"
"10753","MOTOCICLETA","BAJAJ","2013","16/05/2013","2013","05.mayo","16.jueves"
"10754","AUTOMOVIL","FORD","2006","24/07/2013","2013","07.julio","24.miércoles"
"10755","MOTOCICLETA","YAMAHA","2013","18/02/2013","2013","02.febrero","18.lunes"
"10756","MOTOCICLETA","TVS","2013","10/10/2013","2013","10.octubre","10.jueves"
"10757","MOTOCICLETA","SUZUKI","2013","04/10/2013","2013","10.octubre","04.viernes"
"10758","CAMIONETA","CHEVROLET","2013","01/04/2013","2013","04.abril","01.lunes"
"10759","MOTOCICLETA","YAMAHA","2013","03/12/2013","2013","12.diciembre","03.martes"
"10760","MOTOCICLETA","BAJAJ","2013","29/10/2013","2013","10.octubre","29.martes"
"10761","MOTOCICLETA","HONDA","2013","11/04/2013","2013","04.abril","11.jueves"
"10762","CAMIONETA","CHEVROLET","1990","12/06/2013","2013","06.junio","12.miércoles"
"10763","MOTOCICLETA","YAMAHA","2014","29/07/2013","2013","07.julio","29.lunes"
"10764","CAMION","FREIGHTLINER","2008","10/09/2013","2013","09.septiembre","10.martes"
"10765","CAMION","CHEVROLET","1982","01/10/2013","2013","10.octubre","01.martes"
"10766","AUTOMOVIL","RENAULT","2014","09/12/2013","2013","12.diciembre","09.lunes"
"10767","CAMPERO","CHEVROLET","2011","12/11/2013","2013","11.noviembre","12.martes"
"10768","MOTOCICLETA","YAMAHA","2013","13/03/2013","2013","03.marzo","13.miércoles"
"10769","AUTOMOVIL","RENAULT","2013","17/09/2013","2013","09.septiembre","17.martes"
"10770","MOTOCICLETA","TVS","2014","03/09/2013","2013","09.septiembre","03.martes"
"10771","MOTOCICLETA","HONDA","2013","19/04/2013","2013","04.abril","19.viernes"
"10772","AUTOMOVIL","CHEVROLET","2012","28/01/2013","2013","01.enero","28.lunes"
"10773","AUTOMOVIL","CHEVROLET","2008","27/05/2013","2013","05.mayo","27.lunes"
"10774","AUTOMOVIL","RENAULT","2013","30/04/2013","2013","04.abril","30.martes"
"10775","MOTOCICLETA","YAMAHA","2013","15/08/2013","2013","08.agosto","15.jueves"
"10776","CAMIONETA","CHEVROLET","1995","06/06/2013","2013","06.junio","06.jueves"
"10777","AUTOMOVIL","RENAULT","2014","17/09/2013","2013","09.septiembre","17.martes"
"10778","MOTOCICLETA","YAMAHA","2013","26/08/2013","2013","08.agosto","26.lunes"
"10779","CAMPERO","CHEVROLET","2007","26/11/2013","2013","11.noviembre","26.martes"
"10780","MOTOCICLETA","YAMAHA","2013","11/07/2013","2013","07.julio","11.jueves"
"10781","MOTOCICLETA","YAMAHA","2013","27/08/2013","2013","08.agosto","27.martes"
"10782","MOTOCICLETA","AKT","2014","08/10/2013","2013","10.octubre","08.martes"
"10783","AUTOMOVIL","CHEVROLET","2013","05/11/2013","2013","11.noviembre","05.martes"
"10784","MOTOCICLETA","AKT","2014","29/07/2013","2013","07.julio","29.lunes"
"10785","CAMION","CHEVROLET","1997","01/03/2013","2013","03.marzo","01.viernes"
"10786","AUTOMOVIL","RENAULT","2013","20/06/2013","2013","06.junio","20.jueves"
"10787","MOTOCICLETA","BAJAJ","2013","20/03/2013","2013","03.marzo","20.miércoles"
"10788","MOTOCICLETA","SUZUKI","2013","26/02/2013","2013","02.febrero","26.martes"
"10789","MOTOCICLETA","SUZUKI","2013","24/01/2013","2013","01.enero","24.jueves"
"10790","MOTOCICLETA","TVS","2014","24/09/2013","2013","09.septiembre","24.martes"
"10791","MOTOCICLETA","AYCO","2013","28/05/2013","2013","05.mayo","28.martes"
"10792","CAMPERO","TOYOTA","2010","03/12/2013","2013","12.diciembre","03.martes"
"10793","CAMIONETA","RENAULT","2014","06/08/2013","2013","08.agosto","06.martes"
"10794","AUTOMOVIL","KIA","2014","23/10/2013","2013","10.octubre","23.miércoles"
"10795","CAMIONETA","KIA","2013","23/01/2013","2013","01.enero","23.miércoles"
"10796","CAMIONETA","KIA","2013","21/01/2013","2013","01.enero","21.lunes"
"10797","MOTOCICLETA","KYMCO","2013","11/06/2013","2013","06.junio","11.martes"
"10798","MOTOCICLETA","BAJAJ","2013","14/03/2013","2013","03.marzo","14.jueves"
"10799","MOTOCICLETA","YAMAHA","2013","14/02/2013","2013","02.febrero","14.jueves"
"10800","MOTOCICLETA","AKT","2013","12/03/2013","2013","03.marzo","12.martes"
"10801","MOTOCICLETA","YAMAHA","2013","29/10/2013","2013","10.octubre","29.martes"
"10802","MOTOCICLETA","AKT","2013","01/04/2013","2013","04.abril","01.lunes"
"10803","MOTOCICLETA","AKT","2013","20/09/2013","2013","09.septiembre","20.viernes"
"10804","MOTOCICLETA","AKT","2013","26/02/2013","2013","02.febrero","26.martes"
"10805","MOTOCICLETA","SUZUKI","2013","21/08/2013","2013","08.agosto","21.miércoles"
"10806","MOTOCICLETA","AKT","2013","24/01/2013","2013","01.enero","24.jueves"
"10807","MOTOCICLETA","BAJAJ","2013","26/11/2013","2013","11.noviembre","26.martes"
"10808","CAMIONETA","TOYOTA","1995","27/05/2013","2013","05.mayo","27.lunes"
"10809","MOTOCICLETA","BAJAJ","2013","22/04/2013","2013","04.abril","22.lunes"
"10810","MOTOCICLETA","KYMCO","2013","29/01/2013","2013","01.enero","29.martes"
"10811","MOTOCICLETA","BAJAJ","2013","01/03/2013","2013","03.marzo","01.viernes"
"10812","AUTOMOVIL","CHEVROLET","1997","12/07/2013","2013","07.julio","12.viernes"
"10813","MOTOCICLETA","YAMAHA","2013","13/08/2013","2013","08.agosto","13.martes"
"10814","AUTOMOVIL","HYUNDAI","2013","02/07/2013","2013","07.julio","02.martes"
"10815","MOTOCICLETA","HONDA","2013","02/08/2013","2013","08.agosto","02.viernes"
"10816","CAMIONETA","CHANGHE","2013","23/04/2013","2013","04.abril","23.martes"
"10817","MOTOCICLETA","YAMAHA","2013","09/01/2013","2013","01.enero","09.miércoles"
"10818","CAMIONETA","CHEVROLET","2013","13/11/2013","2013","11.noviembre","13.miércoles"
"10819","CAMIONETA","CHEVROLET","2013","10/07/2013","2013","07.julio","10.miércoles"
"10820","MOTOCICLETA","BAJAJ","2013","12/06/2013","2013","06.junio","12.miércoles"
"10821","MOTOCICLETA","AKT","2013","22/10/2013","2013","10.octubre","22.martes"
"10822","MOTOCICLETA","YAMAHA","2013","22/01/2013","2013","01.enero","22.martes"
"10823","CAMION","MITSUBISHI","2007","23/08/2013","2013","08.agosto","23.viernes"
"10824","AUTOMOVIL","RENAULT","2008","22/03/2013","2013","03.marzo","22.viernes"
"10825","MOTOCICLETA","BAJAJ","2014","20/11/2013","2013","11.noviembre","20.miércoles"
"10826","MOTOCICLETA","BAJAJ","2013","18/04/2013","2013","04.abril","18.jueves"
"10827","MOTOCICLETA","SUZUKI","2014","20/11/2013","2013","11.noviembre","20.miércoles"
"10828","MOTOCICLETA","TVS","2013","17/01/2013","2013","01.enero","17.jueves"
"10829","MOTOCICLETA","BAJAJ","2013","01/04/2013","2013","04.abril","01.lunes"
"10830","MOTOCICLETA","AKT","2013","27/05/2013","2013","05.mayo","27.lunes"
"10831","MOTOCARRO","JINCHENG","2012","06/11/2013","2013","11.noviembre","06.miércoles"
"10832","MOTOCICLETA","HONDA","2013","06/02/2013","2013","02.febrero","06.miércoles"
"10833","MOTOCICLETA","AKT","2013","11/09/2013","2013","09.septiembre","11.miércoles"
"10834","MOTOCICLETA","AKT","2013","05/07/2013","2013","07.julio","05.viernes"
"10835","MOTOCICLETA","YAMAHA","2013","11/03/2013","2013","03.marzo","11.lunes"
"10836","MOTOCICLETA","BAJAJ","2013","21/11/2013","2013","11.noviembre","21.jueves"
"10837","AUTOMOVIL","FORD","2013","21/06/2013","2013","06.junio","21.viernes"
"10838","CAMIONETA","CHEVROLET","2014","09/08/2013","2013","08.agosto","09.viernes"
"10839","MOTOCICLETA","BAJAJ","2013","25/04/2013","2013","04.abril","25.jueves"
"10840","CAMPERO","MITSUBISHI","1993","10/05/2013","2013","05.mayo","10.viernes"
"10841","CAMION","JAC","2012","11/04/2013","2013","04.abril","11.jueves"
"10842","AUTOMOVIL","CHEVROLET","1990","20/05/2013","2013","05.mayo","20.lunes"
"10843","MOTOCICLETA","HONDA","2013","24/10/2013","2013","10.octubre","24.jueves"
"10844","AUTOMOVIL","CHEVROLET","2003","08/10/2013","2013","10.octubre","08.martes"
"10845","MOTOCICLETA","YAMAHA","2013","18/03/2013","2013","03.marzo","18.lunes"
"10846","AUTOMOVIL","CHEVROLET","1989","20/02/2013","2013","02.febrero","20.miércoles"
"10847","AUTOMOVIL","MAZDA","1997","16/04/2013","2013","04.abril","16.martes"
"10848","BUSETA","NON PLUS ULTRA","2004","18/09/2013","2013","09.septiembre","18.miércoles"
"10849","MOTOCICLETA","YAMAHA","2013","09/04/2013","2013","04.abril","09.martes"
"10850","MOTOCICLETA","BAJAJ","2011","21/02/2013","2013","02.febrero","21.jueves"
"10851","AUTOMOVIL","CHEVROLET","1988","02/08/2013","2013","08.agosto","02.viernes"
"10852","MOTOCICLETA","YAMAHA","2013","02/08/2013","2013","08.agosto","02.viernes"
"10853","MICROBUS","NISSAN","1995","19/06/2013","2013","06.junio","19.miércoles"
"10854","MOTOCICLETA","KYMCO","2013","21/11/2013","2013","11.noviembre","21.jueves"
"10855","AUTOMOVIL","RENAULT","2003","29/10/2013","2013","10.octubre","29.martes"
"10856","MOTOCICLETA","YAMAHA","2013","05/08/2013","2013","08.agosto","05.lunes"
"10857","AUTOMOVIL","SUZUKI","2013","02/07/2013","2013","07.julio","02.martes"
"10858","BUSETA","NON PLUS ULTRA","2003","28/08/2013","2013","08.agosto","28.miércoles"
"10859","MOTOCICLETA","BAJAJ","2013","09/10/2013","2013","10.octubre","09.miércoles"
"10860","CAMPERO","SUZUKI","1983","15/05/2013","2013","05.mayo","15.miércoles"
"10861","MOTOCICLETA","HONDA","2006","26/02/2013","2013","02.febrero","26.martes"
"10862","MOTOCICLETA","BAJAJ","2014","18/11/2013","2013","11.noviembre","18.lunes"
"10863","MOTOCICLETA","YAMAHA","2013","15/01/2013","2013","01.enero","15.martes"
"10864","MOTOCICLETA","SUZUKI","2008","02/12/2013","2013","12.diciembre","02.lunes"
"10865","CAMIONETA","MAZDA","1994","31/05/2013","2013","05.mayo","31.viernes"
"10866","MOTOCICLETA","BAJAJ","2013","21/01/2013","2013","01.enero","21.lunes"
"10867","MOTOCICLETA","AKT","2014","18/06/2013","2013","06.junio","18.martes"
"10868","CAMION","DODGE","1977","07/10/2013","2013","10.octubre","07.lunes"
"10869","MOTOCICLETA","AKT","2013","25/10/2013","2013","10.octubre","25.viernes"
"10870","CAMION","HYUNDAI","2014","21/10/2013","2013","10.octubre","21.lunes"
"10871","MOTOCICLETA","YAMAHA","2014","23/08/2013","2013","08.agosto","23.viernes"
"10872","MOTOCICLETA","BAJAJ","2014","27/09/2013","2013","09.septiembre","27.viernes"
"10873","MOTOCICLETA","YAMAHA","2014","26/07/2013","2013","07.julio","26.viernes"
"10874","MOTOCICLETA","AKT","2013","14/11/2013","2013","11.noviembre","14.jueves"
"10875","MOTOCICLETA","AKT","2013","22/05/2013","2013","05.mayo","22.miércoles"
"10876","MOTOCICLETA","BAJAJ","2013","08/10/2013","2013","10.octubre","08.martes"
"10877","MOTOCICLETA","BAJAJ","2013","04/03/2013","2013","03.marzo","04.lunes"
"10878","MOTOCICLETA","BAJAJ","2013","09/08/2013","2013","08.agosto","09.viernes"
"10879","MOTOCICLETA","AKT","2013","30/01/2013","2013","01.enero","30.miércoles"
"10880","MOTOCICLETA","HONDA","2013","03/09/2013","2013","09.septiembre","03.martes"
"10881","MOTOCICLETA","YAMAHA","2014","07/11/2013","2013","11.noviembre","07.jueves"
"10882","MOTOCICLETA","BAJAJ","2013","24/07/2013","2013","07.julio","24.miércoles"
"10883","MOTOCICLETA","BAJAJ","2013","17/01/2013","2013","01.enero","17.jueves"
"10884","MOTOCICLETA","YAMAHA","2014","12/07/2013","2013","07.julio","12.viernes"
"10885","MOTOCICLETA","HONDA","2014","16/07/2013","2013","07.julio","16.martes"
"10886","MOTOCICLETA","YAMAHA","2012","15/08/2013","2013","08.agosto","15.jueves"
"10887","MOTOCICLETA","BAJAJ","2014","24/07/2013","2013","07.julio","24.miércoles"
"10888","MOTOCICLETA","AKT","2013","20/11/2013","2013","11.noviembre","20.miércoles"
"10889","MOTOCICLETA","SUZUKI","2013","09/08/2013","2013","08.agosto","09.viernes"
"10890","MOTOCICLETA","SUZUKI","2013","02/05/2013","2013","05.mayo","02.jueves"
"10891","CAMION","CHEVROLET","2000","26/04/2013","2013","04.abril","26.viernes"
"10892","CAMPERO","JEEP","2013","25/01/2013","2013","01.enero","25.viernes"
"10893","CAMPERO","JEEP","2013","09/01/2013","2013","01.enero","09.miércoles"
"10894","MOTOCICLETA","KYMCO","2014","16/10/2013","2013","10.octubre","16.miércoles"
"10895","MOTOCICLETA","AKT","2013","15/04/2013","2013","04.abril","15.lunes"
"10896","MOTOCICLETA","AUTECO KAWASAKI","1995","16/04/2013","2013","04.abril","16.martes"
"10897","MICROBUS","NON PLUS ULTRA","2003","06/06/2013","2013","06.junio","06.jueves"
"10898","MOTOCICLETA","HONDA","2013","12/03/2013","2013","03.marzo","12.martes"
"10899","MOTOCICLETA","KYMCO","2014","22/10/2013","2013","10.octubre","22.martes"
"10900","MOTOCICLETA","SUZUKI","2014","30/12/2013","2013","12.diciembre","30.lunes"
"10901","MOTOCICLETA","YAMAHA","2014","05/09/2013","2013","09.septiembre","05.jueves"
"10902","AUTOMOVIL","HYUNDAI","2014","17/07/2013","2013","07.julio","17.miércoles"
"10903","MOTOCICLETA","YAMAHA","2004","11/04/2013","2013","04.abril","11.jueves"
"10904","MOTOCICLETA","HONDA","2013","13/11/2013","2013","11.noviembre","13.miércoles"
"10905","CAMPERO","LAND ROVER","1965","09/10/2013","2013","10.octubre","09.miércoles"
"10906","MOTOCICLETA","SUZUKI","2014","13/08/2013","2013","08.agosto","13.martes"
"10907","MOTOCICLETA","YAMAHA","2013","04/01/2013","2013","01.enero","04.viernes"
"10908","MOTOCICLETA","HONDA","2013","23/07/2013","2013","07.julio","23.martes"
"10909","AUTOMOVIL","SUZUKI","2014","08/10/2013","2013","10.octubre","08.martes"
"10910","MOTOCICLETA","KYMCO","2013","05/07/2013","2013","07.julio","05.viernes"
"10911","MOTOCICLETA","AKT","2013","05/03/2013","2013","03.marzo","05.martes"
"10912","MOTOCICLETA","KYMCO","2014","17/06/2013","2013","06.junio","17.lunes"
"10913","AUTOMOVIL","RENAULT","1987","26/07/2013","2013","07.julio","26.viernes"
"10914","CAMIONETA","RENAULT","2014","14/11/2013","2013","11.noviembre","14.jueves"
"10915","CAMIONETA","RENAULT","2014","02/08/2013","2013","08.agosto","02.viernes"
"10916","AUTOMOVIL","CHEVROLET","2013","01/03/2013","2013","03.marzo","01.viernes"
"10917","MOTOCICLETA","BAJAJ","2013","15/03/2013","2013","03.marzo","15.viernes"
"10918","MOTOCICLETA","WEST","2013","01/10/2013","2013","10.octubre","01.martes"
"10919","MOTOCICLETA","AKT","2014","30/12/2013","2013","12.diciembre","30.lunes"
"10920","CAMPERO","CHEVROLET","1993","04/07/2013","2013","07.julio","04.jueves"
"10921","CAMPERO","CHEVROLET","1992","20/05/2013","2013","05.mayo","20.lunes"
"10922","AUTOMOVIL","CHEVROLET","2013","21/01/2013","2013","01.enero","21.lunes"
"10923","AUTOMOVIL","CHEVROLET","1998","15/01/2013","2013","01.enero","15.martes"
"10924","AUTOMOVIL","FORD","2002","12/04/2013","2013","04.abril","12.viernes"
"10925","MOTOCICLETA","AKT","2013","27/12/2013","2013","12.diciembre","27.viernes"
"10926","MOTOCICLETA","BAJAJ","2014","31/07/2013","2013","07.julio","31.miércoles"
"10927","MOTOCICLETA","HONDA","2013","03/01/2013","2013","01.enero","03.jueves"
"10928","MOTOCICLETA","AKT","2013","02/04/2013","2013","04.abril","02.martes"
"10929","MOTOCICLETA","AKT","2013","10/07/2013","2013","07.julio","10.miércoles"
"10930","MOTOCICLETA","HONDA","2013","03/05/2013","2013","05.mayo","03.viernes"
"10931","MOTOCICLETA","BAJAJ","2014","10/12/2013","2013","12.diciembre","10.martes"
"10932","AUTOMOVIL","KIA","2013","22/02/2013","2013","02.febrero","22.viernes"
"10933","MOTOCICLETA","BAJAJ","2014","16/09/2013","2013","09.septiembre","16.lunes"
"10934","AUTOMOVIL","HYUNDAI","2013","02/04/2013","2013","04.abril","02.martes"
"10935","CAMIONETA","MAZDA","2003","27/06/2013","2013","06.junio","27.jueves"
"10936","MOTOCICLETA","AKT","2013","06/05/2013","2013","05.mayo","06.lunes"
"10937","AUTOMOVIL","VOLKSWAGEN","2014","16/12/2013","2013","12.diciembre","16.lunes"
"10938","MOTOCICLETA","BAJAJ","2013","27/03/2013","2013","03.marzo","27.miércoles"
"10939","MOTOCICLETA","AKT","2014","16/07/2013","2013","07.julio","16.martes"
"10940","AUTOMOVIL","KIA","2013","26/07/2013","2013","07.julio","26.viernes"
"10941","AUTOMOVIL","KIA","2013","18/07/2013","2013","07.julio","18.jueves"
"10942","MOTOCICLETA","AKT","2013","02/07/2013","2013","07.julio","02.martes"
"10943","MOTOCICLETA","SUZUKI","2013","30/01/2013","2013","01.enero","30.miércoles"
"10944","MOTOCICLETA","YAMAHA","2013","02/04/2013","2013","04.abril","02.martes"
"10945","MOTOCICLETA","AKT","2013","06/09/2013","2013","09.septiembre","06.viernes"
"10946","MOTOCICLETA","HONDA","2013","31/05/2013","2013","05.mayo","31.viernes"
"10947","MOTOCICLETA","AKT","2013","05/06/2013","2013","06.junio","05.miércoles"
"10948","CAMPERO","TOYOTA","1976","28/05/2013","2013","05.mayo","28.martes"
"10949","MOTOCICLETA","SUZUKI","2013","15/01/2013","2013","01.enero","15.martes"
"10950","MOTOCICLETA","BAJAJ","2013","15/04/2013","2013","04.abril","15.lunes"
"10951","MOTOCICLETA","YAMAHA","2013","18/10/2013","2013","10.octubre","18.viernes"
"10952","MOTOCICLETA","YAMAHA","2013","05/03/2013","2013","03.marzo","05.martes"
"10953","MOTOCICLETA","AKT","2014","09/05/2013","2013","05.mayo","09.jueves"
"10954","MOTOCICLETA","BAJAJ","2013","16/09/2013","2013","09.septiembre","16.lunes"
"10955","MOTOCICLETA","BAJAJ","2013","26/09/2013","2013","09.septiembre","26.jueves"
"10956","MOTOCICLETA","YAMAHA","2013","21/06/2013","2013","06.junio","21.viernes"
"10957","BUS","CHEVROLET","2014","05/09/2013","2013","09.septiembre","05.jueves"
"10958","BUS","CHEVROLET","2013","03/05/2013","2013","05.mayo","03.viernes"
"10959","MOTOCICLETA","YAMAHA","2013","21/02/2013","2013","02.febrero","21.jueves"
"10960","MOTOCICLETA","SUZUKI","2013","11/04/2013","2013","04.abril","11.jueves"
"10961","CAMPERO","SUZUKI","2013","22/04/2013","2013","04.abril","22.lunes"
"10962","MOTOCICLETA","AKT","2012","30/08/2013","2013","08.agosto","30.viernes"
"10963","AUTOMOVIL","VOLKSWAGEN","2008","01/01/2013","2013","01.enero","01.martes"
"10964","CAMIONETA","CHEVROLET","2013","05/03/2013","2013","03.marzo","05.martes"
"10965","CAMION","FORD","2006","24/12/2013","2013","12.diciembre","24.martes"
"10966","MOTOCICLETA","BAJAJ","2013","03/05/2013","2013","05.mayo","03.viernes"
"10967","CAMPERO","MITSUBISHI","1991","27/12/2013","2013","12.diciembre","27.viernes"
"10968","MOTOCICLETA","BAJAJ","2013","05/11/2013","2013","11.noviembre","05.martes"
"10969","MOTOCICLETA","SUZUKI","2013","23/01/2013","2013","01.enero","23.miércoles"
"10970","CAMIONETA","CHEVROLET","1985","12/03/2013","2013","03.marzo","12.martes"
"10971","AUTOMOVIL","RENAULT","2013","26/06/2013","2013","06.junio","26.miércoles"
"10972","MOTOCICLETA","AYCO","2013","05/02/2013","2013","02.febrero","05.martes"
"10973","MOTOCICLETA","YAMAHA","2013","25/11/2013","2013","11.noviembre","25.lunes"
"10974","MOTOCICLETA","BAJAJ","2014","18/09/2013","2013","09.septiembre","18.miércoles"
"10975","MOTOCICLETA","BAJAJ","2014","17/05/2013","2013","05.mayo","17.viernes"
"10976","MOTOCICLETA","BAJAJ","2013","06/08/2013","2013","08.agosto","06.martes"
"10977","MOTOCICLETA","SUZUKI","2013","18/09/2013","2013","09.septiembre","18.miércoles"
"10978","MOTOCICLETA","AKT","2013","03/05/2013","2013","05.mayo","03.viernes"
"10979","AUTOMOVIL","KIA","2013","23/04/2013","2013","04.abril","23.martes"
"10980","MOTOCICLETA","SUZUKI","2013","14/08/2013","2013","08.agosto","14.miércoles"
"10981","MOTOCICLETA","BAJAJ","2013","09/01/2013","2013","01.enero","09.miércoles"
"10982","MOTOCICLETA","BAJAJ","2014","17/06/2013","2013","06.junio","17.lunes"
"10983","MOTOCICLETA","SUZUKI","2013","23/04/2013","2013","04.abril","23.martes"
"10984","MOTOCICLETA","BAJAJ","2013","12/03/2013","2013","03.marzo","12.martes"
"10985","TRACTO CAMION","INTERNATIONAL","2005","03/04/2013","2013","04.abril","03.miércoles"
"10986","MOTOCICLETA","YAMAHA","2014","17/10/2013","2013","10.octubre","17.jueves"
"10987","MOTOCICLETA","BAJAJ","2013","07/06/2013","2013","06.junio","07.viernes"
"10988","CAMIONETA","CHEVROLET","2013","19/02/2013","2013","02.febrero","19.martes"
"10989","CAMIONETA","CHEVROLET","2013","15/02/2013","2013","02.febrero","15.viernes"
"10990","CAMIONETA","MAZDA","1995","31/01/2013","2013","01.enero","31.jueves"
"10991","CAMPERO","DAIHATSU","2008","27/12/2013","2013","12.diciembre","27.viernes"
"10992","MOTOCICLETA","AKT","2014","27/12/2013","2013","12.diciembre","27.viernes"
"10993","MOTOCICLETA","WEST","2013","14/06/2013","2013","06.junio","14.viernes"
"10994","MOTOCICLETA","AYCO","2013","21/05/2013","2013","05.mayo","21.martes"
"10995","AUTOMOVIL","MAZDA","2014","20/12/2013","2013","12.diciembre","20.viernes"
"10996","MOTOCICLETA","YAMAHA","2014","09/09/2013","2013","09.septiembre","09.lunes"
"10997","MOTOCICLETA","SUZUKI","2013","08/08/2013","2013","08.agosto","08.jueves"
"10998","AUTOMOVIL","RENAULT","2013","20/11/2013","2013","11.noviembre","20.miércoles"
"10999","AUTOMOVIL","RENAULT","2014","27/11/2013","2013","11.noviembre","27.miércoles"
"11000","MOTOCICLETA","SUZUKI","2013","12/09/2013","2013","09.septiembre","12.jueves"
"11001","AUTOMOVIL","HYUNDAI","2013","13/03/2013","2013","03.marzo","13.miércoles"
"11002","MOTOCICLETA","AKT","2013","04/06/2013","2013","06.junio","04.martes"
"11003","MOTOCICLETA","BAJAJ","2013","05/02/2013","2013","02.febrero","05.martes"
"11004","MOTOCICLETA","AKT","2013","31/05/2013","2013","05.mayo","31.viernes"
"11005","MOTOCICLETA","YAMAHA","2013","17/05/2013","2013","05.mayo","17.viernes"
"11006","AUTOMOVIL","MAZDA","2000","25/06/2013","2013","06.junio","25.martes"
"11007","MOTOCICLETA","AKT","2014","25/07/2013","2013","07.julio","25.jueves"
"11008","CAMIONETA","CHEVROLET","2013","23/10/2013","2013","10.octubre","23.miércoles"
"11009","AUTOMOVIL","CHEVROLET","2000","09/12/2013","2013","12.diciembre","09.lunes"
"11010","AUTOMOVIL","CHEVROLET","2013","04/01/2013","2013","01.enero","04.viernes"
"11011","MOTOCICLETA","YAMAHA","2013","31/10/2013","2013","10.octubre","31.jueves"
"11012","CAMPERO","HYUNDAI","2014","10/09/2013","2013","09.septiembre","10.martes"
"11013","CAMPERO","HYUNDAI","2014","05/09/2013","2013","09.septiembre","05.jueves"
"11014","AUTOMOVIL","TOYOTA","2003","24/06/2013","2013","06.junio","24.lunes"
"11015","MOTOCICLETA","BAJAJ","2014","10/09/2013","2013","09.septiembre","10.martes"
"11016","AUTOMOVIL","CHEVROLET","2011","30/07/2013","2013","07.julio","30.martes"
"11017","MOTOCICLETA","BAJAJ","2014","26/11/2013","2013","11.noviembre","26.martes"
"11018","MOTOCICLETA","BAJAJ","2013","18/10/2013","2013","10.octubre","18.viernes"
"11019","MOTOCICLETA","YAMAHA","2013","28/10/2013","2013","10.octubre","28.lunes"
"11020","MOTOCICLETA","AKT","2014","11/09/2013","2013","09.septiembre","11.miércoles"
"11021","VOLQUETA","INTERNATIONAL","2014","14/11/2013","2013","11.noviembre","14.jueves"
"11022","BUS","CHEVROLET","2006","04/12/2013","2013","12.diciembre","04.miércoles"
"11023","MOTOCICLETA","HONDA","2014","01/11/2013","2013","11.noviembre","01.viernes"
"11024","MOTOCICLETA","AKT","2014","06/05/2013","2013","05.mayo","06.lunes"
"11025","MOTOCICLETA","AKT","2014","01/03/2013","2013","03.marzo","01.viernes"
"11026","MOTOCICLETA","AKT","2013","25/07/2013","2013","07.julio","25.jueves"
"11027","MOTOCICLETA","KYMCO","2013","04/02/2013","2013","02.febrero","04.lunes"
"11028","MOTOCICLETA","YAMAHA","2014","02/07/2013","2013","07.julio","02.martes"
